treated with contempt; "many desecrated shrines and cemeteries"	Philosophy and psychology
of or consistent with an organism's normal functioning; "physiologic functions"; "physiological processes"	Biology
of or relating to a molecule made up of more than two atoms	Chemistry and mineralogy
the quality of being kind and generous	Religion, mysticism and mythology
having a sour disposition; ill-tempered	Philosophy and psychology
without a collar	Textile and clothing
any of three liquid acetates that are formed when acetic acid and glycerin are heated together	Chemistry and mineralogy
sticky perennial Eurasian herbs	Biology
be opposite to; of angles and sides, in geometry	Mathematics
a heavy cloth in basket weave	Textile and clothing
take in marriage	Law and crime
confer prosperity or happiness on	Philosophy and psychology
sponsor together with another sponsor	Philosophy and psychology
an ice skate with a long blade; worn for racing	Textile and clothing
an American infantryman in World War I	Warfare and defense
a brown unstable acid formed from ferricyanide	Chemistry and mineralogy
acting in a manner that is gentle and mild and even-tempered; "his fingers have learned gentleness"; "suddenly her gigantic power melted into softness for the baby"; "even in the pulpit there are moments when mildness of manner is not enough"	Philosophy and psychology
a triangle that contains no right angle	Mathematics
singing in harmony	Music
containing alum or aluminum	Chemistry and mineralogy
the Indic language spoken in Bihar (and by some people in Pakistan and Bangladesh)	Language and linguistics
showing tact or tactfulness; in a tactful manner; "he stepped tactfully in to prevent trouble"	Philosophy and psychology
regarded with great favor, approval, or affection especially by the general public; "a popular tourist attraction"; "a popular girl"; "cabbage patch dolls are no longer popular"	Philosophy and psychology
a case for carrying spectacles	Textile and clothing
United States songwriter (1899-1981)	Music
a thin layer or stratum of (especially metamorphic) rock	Geology and geophysics
beat rapidly; "His heart palpitated"	Health and medicine
be in confinement for childbirth	Health and medicine
one of several veins connecting intercostal veins with the lateral thoracic vein or the thoracoepigastric vein	Health and medicine
(of animals or plants) having stiff coarse hairs or bristles; "plants with hispid stems"	Biology
out of the ordinary; "an unwonted softness in her face"	Philosophy and psychology
a variety of goldenrod	Biology
one of two branches of the Finno-Ugric languages; a family of languages including Finnish and Estonian (but not Hungarian)	Language and linguistics
causing or tending to cause anger or resentment; "a provoking delay at the airport"	Philosophy and psychology
work done under harsh conditions for little or no pay	Business, economics, and finance
change into a sibilant; "In the syllable /si/, the /s/ sibilates in Japanese"	Language and linguistics
white wine grape	Food and drink
any of various resinous glandular plants of the genus Madia; of western North and South America	Biology
assign a time for an activity or event; "The candidate carefully timed his appearance at the disaster scene"	Mathematics
the act of forcing the enemy to withdraw	Warfare and defense
in football; line parallel to the goal lines indicating position on the field	Sport and recreation
the property possessed by a convex shape	Mathematics
resembling closely; "they have look-alike cars"	Mathematics
moving quickly and lightly; "sleek and agile as a gymnast"; "as nimble as a deer"; "nimble fingers"; "quick of foot"; "the old dog was so spry it was halfway up the stairs before we could stop it"	Physics and astronomy
mergansers	Animals
a copy of a newly published book that is sent for review to a writer or periodical	Literature and theatre
of or relating to nominalism	Philosophy and psychology
a close parallel of a feeling, idea, style, etc.; "his contention contains more than an echo of Rousseau"; "Napoleon III was an echo of the mighty Emperor but an infinitely better man"	Chemistry and mineralogy
a deity worshiped by the ancient Persians	Religion, mysticism and mythology
a genus of kites	Animals
having high principles	Philosophy and psychology
communicate or signal with a flag	Heraldry, honors, and vexillology
an unplanned expedient	Religion, mysticism and mythology
fire that is delivered in order to render the target ineffective or unusable	Warfare and defense
word having stress or acute accent on the next to last syllable	Language and linguistics
in a very pleasurable manner; "they were walking along the beach slowly and deliciously"	Philosophy and psychology
in a conceptual manner; "he can no longer think conceptually"; "conceptually, the idea is quite simple"	Philosophy and psychology
an actor who plays a principal role	Media
consider as a god or godlike; "These young men deify financial success"	Religion, mysticism and mythology
assist or encourage, usually in some wrongdoing	Law and crime
the ordinal number of forty-three in counting order	Mathematics
the branch of paleobotany that studies fossil trees	Biology
put a frock on	Textile and clothing
a strong appetite for sweet food	Health and medicine
remove the bridle from (a horse or mule)	Animals
weighing relatively little compared with another item or object of similar use; "a lightweight fabric"; "lightweight wood"	Physics and astronomy
early archosaurian carnivore	Animals
make sick or ill; "This kind of food sickens me"	Health and medicine
the charge for stowing goods	Business, economics, and finance
in a manner accessible to or observable by the public; openly; "she admitted publicly to being a communist"	Philosophy and psychology
where one or few ovules develop at the top of a simple or compound ovary	Biology
a town in eastern Mississippi near the border with Alabama	Geography and places
the property of being directional or maintaining a direction; "the directionality of written English is from left to right"	Mathematics
a student who withdraws from the educational institution in which he or she was enrolled	Education
